"ID"	"Year"	"Stand"	"PlotID"	"Plot"	"Subplot"	"TreeNo"	"TreeNoOld"	"DBH"	"LLB"	"LLW"	"TotHt"	"Ht_Meas?"	"CB_Meas?"	"Status"	"Notes"
1.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	1.00	1.00	20.10	12.83		16.91	""	"PRED"	1.00	""
2.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	2.00	2.00	15.40	12.75		15.55	""	"PRED"	1.00	""
3.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	3.00	3.00	12.80	12.38		14.60	""	"PRED"	1.00	""
4.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	4.00	4.00	18.20	12.87		16.40	""	"PRED"	1.00	""
5.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	5.00	5.00	24.10	12.42		17.84	""	"PRED"	1.00	""
6.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	6.00	6.00	15.20	12.73		15.48	""	"PRED"	1.00	""
7.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	7.00	7.00	25.30	12.22		18.09	""	"PRED"	1.00	""
8.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	8.00	8.00	22.10	12.67		17.40	""	"PRED"	1.00	""
9.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	9.00	9.00	19.40	12.85		16.73	""	"PRED"	1.00	""
10.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	10.00	10.00	15.90	12.79		15.71	""	"PRED"	1.00	""
11.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	11.00	11.00	17.70	12.87		16.26	""	"PRED"	1.00	""
12.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	12.00	12.00	24.10	12.42		17.84	""	"PRED"	1.00	""
13.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	13.00	13.00	24.20	12.40		17.86	""	"PRED"	1.00	""
14.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	14.00	14.00	15.70	12.77		15.65	""	"PRED"	1.00	""
15.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	15.00	15.00	14.70	12.67		15.31	""	"PRED"	1.00	""
16.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	16.00	16.00	16.40	12.82		15.87	""	"PRED"	1.00	""
17.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	17.00	17.00	18.00	12.87		16.35	""	"PRED"	1.00	""
18.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	18.00	18.00	13.80	12.55		14.99	""	"PRED"	1.00	""
19.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	19.00	19.00	18.10	12.87		16.38	""	"PRED"	1.00	""
20.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	20.00	20.00	31.30	10.83		19.18	""	"PRED"	1.00	""
21.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	21.00	21.00	16.90	12.84		16.03	""	"PRED"	1.00	""
22.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	22.00	22.00	11.00	11.97		13.83	""	"PRED"	1.00	""
23.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	23.00	23.00	16.90	12.84		16.03	""	"PRED"	1.00	""
24.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	24.00	24.00	24.40	12.37		17.91	""	"PRED"	1.00	""
25.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	25.00	25.00	23.10	12.56		17.63	""	"PRED"	1.00	""
26.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	26.00	26.00	22.20	12.66		17.42	""	"PRED"	1.00	""
27.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	27.00	27.00	19.10	12.86		16.65	""	"PRED"	1.00	""
28.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	28.00	28.00	20.40	12.81		16.99	""	"PRED"	1.00	""
29.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	29.00	29.00	21.20	12.75		17.19	""	"PRED"	1.00	""
30.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	30.00	30.00	12.40	12.30		14.44	""	"PRED"	1.00	""
31.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	31.00	31.00	20.90	12.78		17.11	""	"PRED"	1.00	""
32.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	32.00	32.00	17.10	12.85		16.09	""	"PRED"	1.00	""
33.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	33.00	33.00	11.70	12.15		14.14	""	"PRED"	1.00	""
34.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	34.00	34.00	13.40	12.49		14.84	""	"PRED"	1.00	""
35.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	35.00	35.00	20.50	12.80		17.01	""	"PRED"	1.00	""
36.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	36.00	36.00	14.10	12.60		15.10	""	"PRED"	1.00	""
37.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	37.00	37.00	12.60	12.34		14.52	""	"PRED"	1.00	""
38.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	38.00	38.00	15.90	12.79		15.71	""	"PRED"	1.00	""
39.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	39.00	39.00	14.10	12.60		15.10	""	"PRED"	1.00	""
40.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	40.00	40.00	23.10	12.56		17.63	""	"PRED"	1.00	""
41.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	41.00	41.00	33.70	10.13		19.56	""	"PRED"	1.00	""
42.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	42.00	42.00	19.30	12.86		16.71	""	"PRED"	1.00	""
43.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	43.00	43.00	20.70	12.79		17.06	""	"PRED"	1.00	""
44.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	44.00	44.00	19.50	12.85		16.76	""	"PRED"	1.00	""
45.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	45.00	45.00	22.80	12.59		17.56	""	"PRED"	1.00	""
46.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	46.00	46.00	19.70	12.84		16.81	""	"PRED"	1.00	""
47.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	47.00	47.00	28.80	11.49		18.76	""	"PRED"	1.00	""
48.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	48.00	48.00	23.00	12.57		17.60	""	"PRED"	1.00	""
49.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	49.00	49.00	19.50	12.85		16.76	""	"PRED"	1.00	""
50.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	50.00	50.00	11.30	12.05		13.96	""	"PRED"	1.00	""
51.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	51.00	51.00	16.90	12.84		16.03	""	"PRED"	1.00	""
52.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	52.00	52.00	13.40	12.49		14.84	""	"PRED"	1.00	""
53.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	53.00	53.00	15.80	12.78		15.68	""	"PRED"	1.00	""
54.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	54.00	54.00	22.20	12.66		17.42	""	"PRED"	1.00	""
55.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	55.00	55.00	17.30	12.86		16.15	""	"PRED"	1.00	""
56.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	56.00	56.00	23.90	12.45		17.80	""	"PRED"	1.00	""
57.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	57.00	57.00	11.90	12.19		14.23	""	"PRED"	1.00	""
58.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	58.00	58.00	24.90	12.29		18.01	""	"PRED"	1.00	""
59.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	59.00	59.00	17.60	12.87		16.23	""	"PRED"	1.00	""
60.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	60.00	60.00	15.70	12.77		15.65	""	"PRED"	1.00	""
61.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	61.00	61.00	12.00	12.22		14.27	""	"PRED"	1.00	""
62.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	62.00	62.00	14.20	12.61		15.13	""	"PRED"	1.00	""
63.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	63.00	63.00	20.00	12.83		16.89	""	"PRED"	1.00	""
64.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	64.00	64.00	14.20	12.61		15.13	""	"PRED"	1.00	""
65.00	1993.00	"Old-Field"	1.00	"OFB"	"OFB"	65.00	65.00	19.20	12.86		16.68	""	"PRED"	1.00	""
66.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	1.00	1.00	21.08	14.31		19.24	""	"PRED"	1.00	""
67.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	2.00	2.00	16.51	12.66		15.71	""	"PRED"	1.00	""
68.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	3.00	3.00					""	"PRED"	0.00	""
69.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	4.00	4.00	19.30	13.25		17.22	""	"PRED"	1.00	""
70.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	5.00	5.00	25.90	12.50		18.81	""	"PRED"	1.00	""
71.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	6.00	6.00	15.74	12.82		15.72	""	"PRED"	1.00	""
72.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	7.00	7.00	26.92	12.07		18.66	""	"PRED"	1.00	""
73.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	8.00	8.00	24.89	12.70		18.61	""	"PRED"	1.00	""
74.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	9.00	9.00	20.57	13.54		18.03	""	"PRED"	1.00	""
75.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	10.00	10.00	16.76	12.43		15.48	""	"PRED"	1.00	""
76.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	11.00	11.00	18.79	12.25		15.78	""	"PRED"	1.00	""
77.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	12.00	12.00	25.14	12.37		18.25	""	"PRED"	1.00	""
78.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	13.00	13.00	24.89	12.29		18.01	""	"PRED"	1.00	""
79.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	14.00	14.00	17.01	13.25		16.57	""	"PRED"	1.00	""
80.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	15.00	15.00	15.49	12.05		14.72	""	"PRED"	1.00	""
81.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	16.00	16.00	17.52	13.48		16.99	""	"PRED"	1.00	""
82.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	17.00	17.00	18.03	11.74		14.93	""	"PRED"	1.00	""
83.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	18.00	18.00	14.47	13.15		15.84	""	"PRED"	1.00	""
84.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	19.00	19.00	19.05	13.03		16.86	""	"PRED"	1.00	""
85.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	20.00	20.00	32.51	9.64		17.82	""	"PRED"	1.00	""
86.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	21.00	21.00	17.52	14.65		18.46	""	"PRED"	1.00	""
87.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	22.00	22.00	11.17	12.67		14.67	""	"PRED"	1.00	""
88.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	23.00	23.00	17.52	13.34		16.82	""	"PRED"	1.00	""
89.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	24.00	24.00	26.41	11.25		17.16	""	"PRED"	1.00	""
90.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	25.00	25.00	23.62	11.15		15.85	""	"PRED"	1.00	""
91.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	26.00	26.00	24.13	12.53		18.03	""	"PRED"	1.00	""
92.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	27.00	27.00	19.81	12.93		16.97	""	"PRED"	1.00	""
93.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	28.00	28.00	21.59	13.42		18.24	""	"PRED"	1.00	""
94.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	29.00	29.00	22.35	13.23		18.27	""	"PRED"	1.00	""
95.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	30.00	30.00					""	"PRED"	0.00	""
96.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	31.00	31.00	22.35	13.34		18.43	""	"PRED"	1.00	""
97.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	32.00	32.00	17.52	12.93		16.30	""	"PRED"	1.00	""
98.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	33.00	33.00	11.93	11.39		13.30	""	"PRED"	1.00	""
99.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	34.00	34.00	13.71	12.48		14.89	""	"PRED"	1.00	""
100.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	35.00	35.00	22.60	13.36		18.55	""	"PRED"	1.00	""
101.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	36.00	36.00	14.73	13.94		16.85	""	"PRED"	1.00	""
102.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	37.00	37.00	13.20	13.55		16.06	""	"PRED"	1.00	""
103.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	38.00	38.00	16.76	13.22		16.46	""	"PRED"	1.00	""
104.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	39.00	39.00	14.22	11.76		14.12	""	"PRED"	1.00	""
105.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	40.00	40.00	25.14	12.05		17.77	""	"PRED"	1.00	""
106.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	41.00	41.00	35.30	9.43		19.41	""	"PRED"	1.00	""
107.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	42.00	42.00	20.57	13.42		17.86	""	"PRED"	1.00	""
108.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	43.00	43.00	22.35	13.42		18.54	""	"PRED"	1.00	""
109.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	44.00	44.00	20.57	13.68		18.21	""	"PRED"	1.00	""
110.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	45.00	45.00	23.62	12.61		17.92	""	"PRED"	1.00	""
111.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	46.00	46.00	21.59	14.14		19.22	""	"PRED"	1.00	""
112.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	47.00	47.00	30.22	10.80		18.46	""	"PRED"	1.00	""
113.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	48.00	48.00	24.38	13.00		18.82	""	"PRED"	1.00	""
114.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	49.00	49.00	20.57	13.65		18.17	""	"PRED"	1.00	""
115.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	50.00	50.00	11.43	12.04		13.98	""	"PRED"	1.00	""
116.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	51.00	51.00	18.28	13.95		17.81	""	"PRED"	1.00	""
117.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	52.00	52.00	13.97	13.87		16.60	""	"PRED"	1.00	""
118.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	53.00	53.00	16.00	14.07		17.32	""	"PRED"	1.00	""
119.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	54.00	54.00	25.14	13.86		20.44	""	"PRED"	1.00	""
120.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	55.00	55.00	17.52	15.01		18.92	""	"PRED"	1.00	""
121.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	56.00	56.00	24.38	12.79		18.51	""	"PRED"	1.00	""
122.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	57.00	57.00					""	"PRED"	0.00	""
123.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	58.00	58.00	25.14	12.03		17.75	""	"PRED"	1.00	""
124.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	59.00	59.00	18.03	14.58		18.53	""	"PRED"	1.00	""
125.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	60.00	60.00	16.00	13.29		16.36	""	"PRED"	1.00	""
126.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	61.00	61.00	12.19	13.47		15.78	""	"PRED"	1.00	""
127.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	62.00	62.00	14.22	11.43		13.73	""	"PRED"	1.00	""
128.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	63.00	63.00	20.57	14.72		19.60	""	"PRED"	1.00	""
129.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	64.00	64.00	14.47	12.03		14.50	""	"PRED"	1.00	""
130.00	1999.00	"Old-Field"	1.00	"OFB"	"OFB"	65.00	65.00	19.30	13.06		16.98	""	"PRED"	1.00	""
131.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	1.00	1.00	22.35	13.81	"13.81"	20.20	""	"MEAS"	1.00	""
132.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	2.00	2.00	16.76	13.04	"13.32"	17.52	""	"MEAS"	1.00	""
133.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	3.00	3.00					""	"MEAS"	0.00	""
134.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	4.00	4.00	19.81	13.93	"14.05"	17.98	""	"MEAS"	1.00	""
135.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	5.00	5.00	26.67	12.25	"12.26"	21.09	""	"MEAS"	1.00	""
136.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	6.00	6.00	16.00	12.83	"12.84"	17.89	""	"MEAS"	1.00	""
137.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	7.00	7.00	27.43	11.98	"12.84"	20.02	""	"MEAS"	1.00	""
138.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	8.00	8.00	25.14	12.01	"13.14"	19.38	""	"MEAS"	1.00	""
139.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	9.00	9.00	21.08	12.83	"13.51"	19.81	""	"MEAS"	1.00	""
140.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	10.00	10.00	16.25	11.79	"12.74"	17.43	""	"MEAS"	1.00	""
141.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	11.00	11.00	19.05	12.53	"12.53"	17.34	""	"MEAS"	1.00	""
142.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	12.00	12.00	25.40	14.05	"14.45"	19.78	""	"MEAS"	1.00	""
143.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	13.00	13.00	25.14	12.80	"12.80"	19.08	""	"MEAS"	1.00	""
144.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	14.00	14.00	17.78	12.65	"12.65"	18.71	""	"MEAS"	1.00	""
145.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	15.00	15.00	15.49	12.95	"13.99"	17.28	""	"MEAS"	1.00	""
146.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	16.00	16.00	18.03	14.54	"14.54"	19.29	""	"MEAS"	1.00	""
147.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	17.00	17.00	18.03	14.69	"14.70"	18.44	""	"MEAS"	1.00	""
148.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	18.00	18.00	15.24	12.92	"14.51"	16.82	""	"MEAS"	1.00	""
149.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	19.00	19.00	19.55	14.14	"14.15"	18.56	""	"MEAS"	1.00	""
150.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	20.00	20.00	32.76	13.35	"14.12"	18.47	""	"MEAS"	1.00	""
151.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	21.00	21.00	18.03	14.29	"14.30"	19.35	""	"MEAS"	1.00	""
152.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	22.00	22.00	11.17	12.86	"12.87"	14.35	""	"MEAS"	1.00	""
153.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	23.00	23.00	18.03	13.44	"14.48"	18.68	""	"MEAS"	1.00	""
154.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	24.00	24.00	26.67	11.64	"12.68"	19.29	""	"MEAS"	1.00	""
155.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	25.00	25.00	23.87	11.92	"11.92"	15.45	""	"MEAS"	1.00	""
156.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	26.00	26.00	24.38	12.04	"12.04"	19.75	""	"MEAS"	1.00	""
157.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	27.00	27.00	19.81	13.10	"13.11"	17.98	""	"MEAS"	1.00	""
158.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	28.00	28.00	22.09	13.71	"14.51"	19.65	""	"MEAS"	1.00	""
159.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	29.00	29.00	22.86	11.64	"12.35"	18.98	""	"MEAS"	1.00	""
160.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	30.00	30.00					""	"MEAS"	0.00	""
161.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	31.00	31.00	22.86	13.35	"13.35"	19.56	""	"MEAS"	1.00	""
162.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	32.00	32.00	17.52	12.95	"12.96"	15.20	""	"MEAS"	1.00	""
163.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	33.00	33.00	14.22	11.64	"13.14"	16.03	""	"MEAS"	1.00	""
164.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	34.00	34.00	13.46	12.53	"12.53"	15.39	""	"MEAS"	1.00	""
165.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	35.00	35.00	23.62	13.84	"14.54"	20.60	""	"MEAS"	1.00	""
166.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	36.00	36.00	14.73	14.05	"14.57"	18.68	""	"MEAS"	1.00	""
167.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	37.00	37.00	13.46	13.38	"13.38"	17.00	""	"MEAS"	1.00	""
168.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	38.00	38.00	16.76	12.98	"13.41"	16.70	""	"MEAS"	1.00	""
169.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	39.00	39.00					""	"MEAS"	0.00	""
170.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	40.00	40.00	25.90	13.62	"13.63"	18.65	""	"MEAS"	1.00	""
171.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	41.00	41.00	36.06	14.57	"14.57"	21.12	""	"MEAS"	1.00	""
172.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	42.00	42.00	20.06	12.86	"14.39"	19.41	""	"MEAS"	1.00	""
173.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	43.00	43.00	22.86	13.71	"15.37"	19.78	""	"MEAS"	1.00	""
174.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	44.00	44.00	21.08	12.65	"13.29"	18.37	""	"MEAS"	1.00	""
175.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	45.00	45.00	23.87	13.84	"13.84"	19.50	""	"MEAS"	1.00	""
176.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	46.00	46.00	22.60	14.02	"14.02"	21.61	""	"MEAS"	1.00	""
177.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	47.00	47.00	30.48	12.86	"12.87"	21.67	""	"MEAS"	1.00	""
178.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	48.00	48.00	27.68	13.32	"13.32"	20.36	""	"MEAS"	1.00	""
179.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	49.00	49.00	21.08	12.83	"12.84"	18.74	""	"MEAS"	1.00	""
180.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	50.00	50.00	11.43	12.92	"12.93"	15.66	""	"MEAS"	1.00	""
181.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	51.00	51.00	19.05	12.68	"13.35"	19.65	""	"MEAS"	1.00	""
182.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	52.00	52.00	13.97	14.78	"14.79"	17.67	""	"MEAS"	1.00	""
183.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	53.00	53.00	16.25	13.56	"13.57"	17.49	""	"MEAS"	1.00	""
184.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	54.00	54.00	25.65	11.67	"13.02"	21.67	""	"MEAS"	1.00	""
185.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	55.00	55.00	18.54	15.18	"15.18"	18.56	""	"MEAS"	1.00	""
186.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	56.00	56.00	25.90	12.86	"12.87"	21.36	""	"MEAS"	1.00	""
187.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	57.00	57.00					""	"MEAS"	0.00	""
188.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	58.00	58.00	26.16	12.89	"12.90"	19.56	""	"MEAS"	1.00	""
189.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	59.00	59.00	19.81	13.93	"14.54"	18.95	""	"MEAS"	1.00	""
190.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	60.00	60.00	16.51	12.53	"13.23"	18.86	""	"MEAS"	1.00	""
191.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	61.00	61.00	12.70	13.93	"13.93"	17.64	""	"MEAS"	1.00	""
192.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	62.00	62.00					""	"MEAS"	0.00	""
193.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	63.00	63.00	23.11	13.17	"13.90"	20.90	""	"MEAS"	1.00	""
194.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	64.00	64.00	14.98	13.04	"13.05"	16.12	""	"MEAS"	1.00	""
195.00	2001.00	"Old-Field"	1.00	"OFB"	"OFB"	65.00	65.00	19.81	13.53	"13.54"	18.31	""	"MEAS"	1.00	""
196.00	2010.00	"Old-Field"	1.00	"OFB"	"OFB"	1.00	1.00	24.89	16.58	"18.14"	23.50	""	"MEAS"	1.00	""
197.00	2010.00	"Old-Field"	1.00	"OFB"	"OFB"	2.00	2.00	17.27	14.90	"16.43"	19.59	""	"MEAS"	1.00	""
198.00	2010.00	"Old-Field"	1.00	"OFB"	"OFB"	3.00	3.00					""	"MEAS"	0.00	""
199.00	2010.00	"Old-Field"	1.00	"OFB"	"OFB"	4.00	4.00					""	"MEAS"	0.00	""
200.00	2010.00	"Old-Field"	1.00	"OFB"	"OFB"	5.00	5.00	30.48	15.72	"17.37"	23.83	""	"MEAS"	1.00	""
201.00	2010.00	"Old-Field"	1.00	"OFB"	"OFB"	6.00	6.00					""	"MEAS"	0.00	""
202.00	2010.00	"Old-Field"	1.00	"OFB"	"OFB"	7.00	7.00	29.97	15.02	"17.56"	23.16	""	"MEAS"	1.00	""
